,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,Estimates Start After
56,Greece,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The National Statistical Office has significantly and repeatedly revised national accounts data over the course of the past several years. Official data are only available from 1995. Data prior to 1995 came from European Commission Macro Forecasts (AMECO database). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995",3.92,4.132,3.923,5.795,5.061,0.599,5.652,3.274,-0.335,-4.301,-5.478,-9.132,-7.3,-3.242,0.74,-0.438,-0.191,1.505,1.934,1.87,-10.04,5.064,2019.0
57,Greece,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The National Statistical Office has significantly and repeatedly revised national accounts data over the course of the past several years. Official data are only available from 1995. Data prior to 1995 came from European Commission Macro Forecasts (AMECO database). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995",219.741,233.839,246.856,266.01,286.996,297.707,324.054,343.653,349.162,336.694,321.957,298.666,282.173,277.816,285.051,286.758,289.175,299.055,312.267,323.653,293.009,313.849,2019.0
58,Greece,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The National Statistical Office has significantly and repeatedly revised national accounts data over the course of the past several years. Official data are only available from 1995. Data prior to 1995 came from European Commission Macro Forecasts (AMECO database). National accounts manual used: European System of Accounts (ESA) 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1995",3.651,3.552,3.424,5.528,4.825,0.328,5.318,2.981,-0.56,-4.592,-5.687,-9.166,-6.991,-2.514,1.448,0.193,0.497,1.652,2.191,2.028,-9.821,5.333,2019.0
59,Greece,"Inflation, average consumer prices",Percent change,,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005",2.897,3.642,3.921,3.45,3.02,3.486,3.314,2.989,4.23,1.347,4.704,3.118,1.035,-0.854,-1.394,-1.094,0.013,1.138,0.774,0.517,-0.456,1.015,2019.0
60,Greece,"Inflation, end of period consumer prices",Percent change,,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005",3.669,3.525,3.498,3.098,3.129,3.504,3.199,3.855,2.193,2.549,5.158,2.177,0.318,-1.816,-2.535,0.392,0.29,0.967,0.632,1.05,-0.637,1.365,2019.0
61,Greece,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2019. For quarterly data, latest actual is 2019Q4. Notes: The historical data source for unit labor costs in manufacturing is eurostat. Employment type: National definition Primary domestic currency: Euro Data last updated: 04/2020",11.35,10.775,10.35,9.775,10.6,10,9,8.4,7.75,9.6,12.725,17.85,24.425,27.475,26.5,24.9,23.55,21.45,19.3,17.3,22.328,18.987,2019.0
62,Greece,General government net lending/borrowing,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2018 Fiscal assumptions: Greece?s general government primary balance estimate for 2019 is based on the preliminary budget execution data by the Greek authorities. Historical data since 2010 reflect adjustments in line with the primary balance definition under the enhanced surveillance framework for Greece. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2014 Basis of recording: Accrual. Data in line with ESA-2010. General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Nominal value. General debt data, including historical data, are provisional and subject to revisions. Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans",-4.063,-5.466,-6.024,-7.83,-8.828,-6.188,-5.946,-6.707,-10.176,-15.148,-11.197,-10.279,-6.556,-3.622,-4.07,-2.771,0.555,1.047,0.868,0.39,-8.974,-7.907,2018.0
63,Greece,Current account balance,Percent of GDP,,"Source: Central Bank. Formally, the Bank of Greece. Latest actual data: 2019 Notes: The current account balance/primary income are revised by staff to include the deferred interest payments. BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",-5.927,-6.887,-6.254,-6.296,-5.532,-7.347,-10.86,-13.921,-14.481,-10.87,-9.957,-9.966,-2.434,-2.55,-2.345,-1.496,-2.346,-2.527,-3.475,-2.107,-6.498,-3.386,2019.0
64,Ireland,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1997. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2017. Base year changes every year. Due to chain-linking, the base equals to 100.1 instead of 100. Chain-weighted: Yes, from 1995",9.469,5.308,5.943,3.049,6.785,5.742,5.073,5.291,-4.548,-5.105,1.761,0.339,0.227,1.352,8.527,25.121,3.678,8.155,8.307,5.543,-6.781,6.274,2019.0
65,Ireland,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1997. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2017. Base year changes every year. Due to chain-linking, the base equals to 100.1 instead of 100. Chain-weighted: Yes, from 1995",123.657,133.077,143.217,150.324,164.844,179.739,194.572,210.37,204.708,195.738,201.506,206.413,210.85,217.45,240.359,303.871,318.31,350.751,389.143,417.875,392.014,424.732,2019.0
66,Ireland,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1997. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2017. Base year changes every year. Due to chain-linking, the base equals to 100.1 instead of 100. Chain-weighted: Yes, from 1995",7.897,3.679,4.133,1.382,4.74,3.221,2.132,2.352,-6.048,-5.756,1.294,-0.026,-0.213,0.789,7.669,23.886,2.43,6.94,6.967,4.18,-7.886,5.274,2019.0
67,Ireland,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,5.302,3.987,4.686,4.01,2.3,2.201,2.665,2.898,3.119,-1.684,-1.619,1.195,1.892,0.538,0.301,-0.033,-0.192,0.251,0.708,0.877,0.4,1.7,2019.0
68,Ireland,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,4.806,4.331,4.518,3.037,2.381,1.993,3.04,3.267,1.327,-2.518,-0.207,1.449,1.735,0.301,-0.3,0.301,-0.2,0.501,0.798,0,1.492,1.8,2019.0
69,Ireland,Unemployment rate,Percent of total labor force,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO), data is from the Labor Force Survey (LFS) and is the average of the quarterly observations. Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020",4.483,4.183,4.733,4.842,4.733,4.633,4.775,5.008,6.8,12.617,14.592,15.417,15.5,13.775,11.9,9.95,8.392,6.733,5.75,4.992,12.109,7.866,2019.0
70,Ireland,General government net lending/borrowing,Percent of GDP,,"Source: Ministry of Finance or Treasury. Eurostat Latest actual data: 2018 Fiscal assumptions: Fiscal projections are based on the country's Budget 2020. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Other; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans;. Gross debt follows the Maastricht definition of gross debt, and excludes other accounts payable. Net debt is defined as gross debt less currency and deposits, debt securities, and loans.",4.853,0.954,-0.526,0.34,1.294,1.566,2.769,0.263,-7.019,-13.826,-32.066,-12.847,-8.099,-6.181,-3.653,-1.951,-0.693,-0.305,0.052,0.302,-5.239,-0.76,2018.0
71,Ireland,Current account balance,Percent of GDP,,"Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2019 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6)",0.615,0.179,0.247,0.492,-0.098,-3.543,-5.351,-6.507,-6.239,-4.651,-1.195,-1.646,-3.391,1.554,1.076,4.402,-4.191,0.491,10.585,-9.457,6.265,5.309,2019.0
72,Italy,"Gross domestic product, constant prices",Percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. ESA2010 GDP valuation: Gross domestic product, chained Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980",3.787,1.951,0.254,0.139,1.424,0.818,1.791,1.487,-0.962,-5.281,1.713,0.707,-2.981,-1.841,-0.005,0.778,1.293,1.668,0.798,0.301,-9.134,4.83,2019.0
73,Italy,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. ESA2010 GDP valuation: Gross domestic product, chained Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980","1,643.47","1,712.29","1,743.80","1,778.64","1,852.53","1,925.85","2,019.66","2,104.76","2,125.06","2,028.18","2,086.97","2,145.63","2,121.60","2,119.08","2,158.20","2,197.64","2,249.11","2,329.69","2,405.50","2,454.81","2,244.77","2,399.06",2019.0
74,Italy,"Gross domestic product per capita, constant prices",Purchasing power parity; percent change,,"Source: National Statistics Office Latest actual data: 2019 National accounts manual used: European System of Accounts (ESA) 2010. ESA2010 GDP valuation: Gross domestic product, chained Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1980",3.761,1.885,0.187,-0.214,0.676,0.054,1.351,1.099,-1.791,-5.942,1.274,0.296,-3.329,-2.396,-0.453,0.757,1.511,1.796,0.974,0.508,-8.943,5.048,2019.0
75,Italy,"Inflation, average consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,2.58,2.324,2.612,2.813,2.257,2.207,2.229,2.025,3.492,0.765,1.62,2.935,3.315,1.245,0.234,0.108,-0.05,1.326,1.243,0.634,0.24,0.655,2019.0
76,Italy,"Inflation, end of period consumer prices",Percent change,,Source: National Statistics Office Latest actual data: 2019 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015,2.736,2.264,2.995,2.528,2.343,2.048,2.125,2.775,2.362,1.099,2.065,3.727,2.567,0.601,0,0.1,0.497,0.989,1.175,0.484,0.24,0.655,2019.0
77,Italy,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2019 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 04/2020,10.1,9.1,8.608,8.45,7.975,7.683,6.792,6.125,6.742,7.733,8.35,8.392,10.683,12.133,12.608,11.917,11.667,11.267,10.625,9.95,12.7,10.5,2019.0
78,Italy,General government net lending/borrowing,Percent of GDP,,Source: National Statistics Office Latest actual data: 2019 Fiscal assumptions: The IMF staff?s estimates and projections are informed by the fiscal plans included in the government?s 2020 budget and announced measures since the outbreak of COVID-19. IMF staff assumes that the automatic value-added tax (VAT) hikes for future years will be canceled. The stock of maturing postal saving bonds (BPF) is included in the debt projections. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001 Basis of recording: Accrual General government includes: Central Government; Local Government; Social Security Funds; Valuation of public debt: Face value Instruments included in gross and net debt: Currency and Deposits; Securities Other than Shares; Loans,-2.423,-3.19,-2.869,-3.218,-3.479,-4.083,-3.617,-1.34,-2.564,-5.121,-4.24,-3.593,-2.945,-2.854,-2.954,-2.552,-2.404,-2.445,-2.199,-1.639,-8.339,-3.474,2019.0
